RT @RoseVPLB: Michel Temer decide EXTRADITAR o terrorista comunista Cesare Battisti, condenado por assassinato na Itália. https://t.co/G7GJ…;0.0
Ah, cê jura?? https://t.co/fzwfJm57oj;0
Dá pra perceber que o Brasil não avança, quando ainda tem gente que apoia o @ptbrasil e o @LulapeloBrasil;0.0
@Enquette_ @Ernesto41161071 a favor, essa rede desgraça globo esta destruindo o Brasil ha decadas...;-0.2
RT @maepatriota: Bolsonaro já declarou q vai se aproximar dos EUA e Israel e, certamente, será + um pra fortalecer a guerra antiglob… ;0.125
"RT @BrasilGameShow: É AGORA!
@HIDEO_KOJIMA_EN deixará sua marca no Wall of Fame da Brasil Game Show! É lá no palco principal! https://t.co/…";-0.14583333333333334
RT @TAETAEGlRL: [!!!!!] k-armys pediram um mutirão em massa pra votar no mwave AGORA, começou às 14h e vai até as 16h no brasil, po… ;-1.0
amor da minha vida bicho https://t.co/XeT5yggWOh;0.5
RT @jornalodia: Moro dá 48 horas a Lula para entregar originais dos recibos de aluguel https://t.co/jzZwWn4MDA via @jornalodia;0.375
RT @BTS_BR: ⚠️ ARMYs, estamos em campanha de votação em massa mundialmente para o MWave! O Brasil ficou de 16h às 20h, preparem… ;0.0
RT @deferiascomexbr: Há um ano atrás começava o De Férias Com O Ex Brasil... até que bateu saudade desse povo louco!! 🔪💔🌴 #ExNaMTV https://…;-0.9375
"RT @PatoCorporation: Brasil Lavajato ficou assim: Se o ""gestor"" público anunciar privatização não tem TCU, MPF, PF p investigar. Pode fazer…";0.0
😝😝😝😤😠😬   vergonha eu diriaaa. Esse cara numa emissora e nao  prega e usa  um decimo do que fala https://t.co/wYoLDuNQhJ;0.0
"RT @slowtaehyung: GENTE
Fanbases vão fazer multirão mundial 
O brasil ficou no horário de 16hs da tarde às 20hs da noite
ESPALHEM ISSO VAMO…";-0.1
RT @jeonkcc: Foco no horário do Brasil! https://t.co/GJDHCc1a0c;0.0
@ArrowBrasil Cara pf...posta coisas desse tipo quando lançar aki no Brasil...pq eu acabei de receber SPOILER😔;0.0
"RT @rehventura: ""Lula e Dilma destruíram o Brasil"" diz Doria na Itália, país q adotou o Bolsa Família e convidou Lula p/falar sobre combate…";0.0
Hoje e amanhã teremos a cobertura do @oficialamauryjr do último jogo entre o Brasil e o Chile… https://t.co/P8pu0ANram;0.0
"RT @cryanahi: o alfonso com a bandeira do brasil eu to triste  
 https://t.co/HNA8XsVaqA";-0.5
RT @BrGil39: TEMER SE ARTICULA: Planalto Arregaça Mangas E Parte Para Salvar O Senador Aécio! https://t.co/nlE7DHLC0r;0.0
É MUITA DIVA POP ❤️❤️❤️❤️ https://t.co/j3hZoBfhoT;0
RT @MardsonF: @bandjogoaberto Quem é Carille? baba ovo dos gambás técnico fraco perdeu três seguida já cair Cuca melhor treinador do Brasil…;0.3125
o Brasil estará com uma dívida quase impagável, teremos os mesmos bandidos no poder e as políticas públicas e bens… https://t.co/oHqasNCu46;0.3333333333333333
"RT @rayanecpp: 🚨🚨🚨ATENÇÃO 🚨🚨🚨

AS FANBASES VÃO FAZER MUTIRÃO MUNDIAL E DIVIDIRAM POR REGIÃO

O BRASIL FICOU COM O HORÁRIO DE 16H A… ";0.0
RT @SmNutella: Jesus Cristo Katy deve anunciar a Tour no Brasil em novembro eu tô passando mal AAAAAAAH https://t.co/BxNSBRuwtt;-0.2916666666666667
"RT @pablovillaca: O autor do Tweet abaixo foi recebido pelo ""ministro da educação"" pra palpitar sobre ensino no Brasil. https://t.co/Ah3wwo…";0.0
RT @ReginaldoLopes: Isso que me motivou p/ a política.O Brasil ter voltado ao mapa da fome é um retrocesso gigantesco a esse objetivo que t…;0.0
#Palmeiras demite Cuca após tropeço contra o #Bahia | Jornal do Brasil https://t.co/jTVKV918Q8;0.0
RT @BotafogoOficial: Saiu do Paraguai, veio para o Brasil e no mesmo dia foi a campo na vitória do BOTAFOGO por 2 a 1 sobre a Chapecoens… ;0.0
"RT @lemonadie: GENTE PRESTA ATENÇÃO AQUI
🚨🚨🚨🚨🚨🚨🚨🚨🚨
AS FANBASES VÃO FAZER MUTIRÃO MUNDIAL E DIVIDIRAM POR REGIÃO

O BRASIL FICOU CO… ";0.0
"RT @Humor_KARD: Espero por esse 'MV', com imagens do Brasil até hoje!!! :"") https://t.co/hg3PmdmgMw";0.0
RT @altdosfamosos: @SiteAnittaBRA Que hinoooooooooo, bem farofa, bem chiclete, bem eletrônica, bem brasil, bem anitta https://t.co/HOZl1Fp3…;0.0
RT @RenovaMidia: #BRASIL: DEM desiste da candidatura de João Doria e se prepara para lançar Luciano Huck candidato… ;0.0
RT @EsportesGZH: Gre-Nal é o maior clássico do Brasil, aponta ranking de jornal inglês https://t.co/tXvAsera0g https://t.co/YZG5ZLarbP;0.08333333333333333
I'm at Banrisul in Camaquã, RS/Brasil https://t.co/TL0hfTa7b0;0.0
RT @xicosa: Militar que matar em operações como a do Rio será julgado p/corte militar, e não pela Justiça  https://t.co/qckBj7ZF46 via @elp…;-0.25
Nossa acho que o Brasil realmente deu errado a política é uma merda um calor do inferno etc;-0.19999999999999998
@bfbs Brasil.Estou ouvindo a rádio Bfbs.Em minha casa, via https://t.co/vIzthBaf37 6 digital.Abçs. https://t.co/kVAQyuvfzg;0.0
RT @JornalismoWando: Bolsominion fez juramento à bandeira americana, bateu continência pros yankees, mas tá sendo tratado como um ditado… ;0.0
@katxpurry omg achava que so a china era fora do globo mas ja que o brasil é tbm o 1kk é real katyyyyyyy;0.1
Vídeo dos juízes federais é uma ode ao fascismo! https://t.co/WXLZDhgZlO via @ConversaAfiada;0.0
RT @inst_lula: Relatório da ONU pede continuidade de combate à fome no Brasil https://t.co/ARr1vHmo9g;0.0
"RT @Ana59005790: Aquele ""MV"" que vc se iludiu achando que ia ser no Brasil kkkkkk....cada k é uma lágrima 😂😥 https://t.co/XZOJKPnaSA";0.0
Sexta-feira de feriado prolongado e a avenida Brasil engarrafada. Que pista escrota;0.0
"RT @jairbolsonaro: DOUTRINADOS NO BRASIL 💙 CORÉIA DO NORTE! É muito amor! ""Bolsonaro ditador""! Temos que mudar os rumos da educação no… ";0.78125
@gutonejaim GUTO vc gostaria de transmitir Isle of Man TT pra nos aqui do Brasil seria ótimo. pois falta mais trans… https://t.co/yBLtZFypLI;0.65
RT @D_Bruno: pessoal falando sério agora vcs acha MESMO que o brasil tem alguma chance de ser algo além de uma potência de memes;-0.3333333333333333
Parabéns, de novo, pelo Brasil Paralelo, @r_nog!;0.0
RT @comentv: Vai ter turnê do Rouge pelo Brasil e gravação de CD. O Vale está em colapso! 2018 melhor ano! Pode entrar, Geração… ;1.0
RT @wanmarcal: O grande problema de você começar a discutir taxação de rico no Brasil é que boa parte da classe média tradicional… ;0.05
Caralho! Hahahahahahaha as ações da Magazine Luiza e da B2W caíram 10% com o rumor da Amazon começando a vender eletrônicos no Brasil, pqp!;-0.625
"RT @rehventura: ""Lula e Dilma destruíram o Brasil"" diz Doria na Itália, país q adotou o Bolsa Família e convidou Lula p/falar sobre combate…";0.0
RT @PalmeirasLiderr: Cuca taticamente eh o melhor técnico disparado do Brasil #resenhaespn;0.0
Devolve o Brasil pros índios e pedem desculpas pq ta foda https://t.co/5xlSlv2zdw;0.0
RT @BernardoMF: Relatório pró-Temer sugere que o Brasil era melhor quando os políticos sob suspeita não podiam ser investigados https://t.c…;0.5
@katyperry QUE SUSTO PORRA achei que era um tweet pro brasil https://t.co/1EbsamDTEb;-0.4
RT @PlanetBlessed: Marcos é mau exemplo para o Brasil, mas um ótimo entretenimento https://t.co/LkeG0roZrr via @UOLEntrete @UOL;0.0500000000000001
RT @BillboardBrasil: Conheça @auroramusic, a norueguesa que esgotou ingressos no Brasil https://t.co/bjEvxymAxj https://t.co/A4AQKlpzqV;0.0
